popularity;acousticness;danceability;duration_ms;energy;instrumentalness;key;liveness;loudness;mode;speechiness;tempo;valence;music_genre
54.0;0.972;0.504;181440.0;0.0644;4.36e-06;D;0.174;-14.754;Minor;0.0408;106.994;0.4029999999999999;Blues
33.0;0.000658;0.546;215957.0;0.847;0.867;G;0.0848;-6.9270000000000005;Major;0.0524;;0.557;Classical
32.0;0.311;0.379;339760.0;0.799;0.000186;C#;0.882;-5.912000000000001;Major;0.0389;137.507;0.297;Blues
52.0;0.184;0.578;202733.0;0.713;0.0;C#;0.102;-6.867999999999999;Major;0.0578;140.72;0.741;Alternative
32.0;0.993;0.315;411533.0;0.0447;0.93;F#;0.0936;-26.296;Major;0.0428;133.876;0.0788;Classical
73.0;0.359;0.705;257274.0;0.65;0.0;G;0.1689999999999999;-5.654;Minor;0.212;91.053;0.6579999999999999;Rap
52.0;0.264;0.779;182498.0;0.655;1.33e-06;F#;0.29;-6.65;Minor;0.1969999999999999;;0.58;Hip-Hop
55.0;0.636;0.602;295587.0;0.85;3.26e-05;B;0.6629999999999999;-6.602;Major;0.1;112.077;0.3389999999999999;Alternative
34.0;0.26;0.428;272800.0;0.472;0.00564;A;0.0716;-9.586;Minor;0.0305;94.331;0.358;Anime
63.0;0.466;0.7340000000000001;283690.0;0.649;0.0;G#;0.1159999999999999;-6.235;Minor;0.313;95.1;0.158;Hip-Hop
66.0;0.00772;0.505;224333.0;0.833;7.900000000000001e-05;C;0.069;-4.632;Major;0.0475;130.121;0.565;Alternative
63.0;0.207;0.72;233000.0;0.816;0.0;F;0.813;-3.313;Major;0.143;125.074;0.487;Rap
59.0;0.0304;0.631;231659.0;0.732;0.0;C#;0.261;-4.706;Major;0.203;151.779;0.5489999999999999;Rap
63.0;0.0605;0.591;193107.0;0.831;4.67e-05;C;0.19;-5.647;Major;0.0415;144.084;0.705;Alternative
40.0;0.0214;0.528;398253.0;0.77;2.07e-06;F;0.18;-5.483;Major;0.0385;129.945;0.409;Alternative
60.0;0.364;0.7020000000000001;181400.0;0.607;0.0263;D;0.123;-6.509;Major;0.0405;116.961;0.436;Rock
54.0;0.813;0.73;-1.0;0.2239999999999999;0.8640000000000001;G;0.123;-16.777;Major;0.0391;133.211;0.223;Rap
28.0;0.138;0.637;290053.0;0.485;0.6890000000000001;C#;0.115;-10.328;Minor;0.0309;144.045;0.609;Jazz
33.0;0.000718;0.501;-1.0;0.935;0.0201;G#;0.0831;-5.566;Minor;0.157;144.922;0.188;Electronic
50.0;0.0763;0.772;172116.0;0.691;0.0;C#;0.119;-4.603;Minor;0.181;145.046;0.501;Alternative
41.0;0.0523;0.747;242841.0;0.889;0.000496;G#;0.12;-5.995;Major;0.0896;;0.503;Electronic
40.0;0.236;0.8640000000000001;325160.0;0.687;0.903;G#;0.1119999999999999;-9.18;Major;0.043;100.499;0.58;Jazz
66.0;0.58;0.621;232133.0;0.4029999999999999;0.0;A;0.114;-8.211;Major;0.0359;;0.634;Rock
29.0;0.0003129999999999;0.389;245787.0;0.823;0.2789999999999999;C#;0.733;-10.083;Minor;0.0399;139.126;0.366;Electronic
58.0;0.0019;0.368;236427.0;0.906;0.0;B;0.344;-2.892;Minor;0.1009999999999999;177.956;0.6920000000000001;Anime
71.0;0.6890000000000001;0.6579999999999999;238560.0;0.179;0.0;G#;0.17;-10.866;Major;0.0448;;0.191;Blues
53.0;0.897;0.0645;335240.0;0.216;0.945;C;0.0674;-16.934;Major;0.0386;67.171;0.0359;Rock
18.0;0.0831;0.652;130118.0;0.5660000000000001;0.895;E;0.11;-6.582999999999999;Minor;0.0467;;0.784;Jazz
44.0;0.585;0.7859999999999999;-1.0;0.151;0.8490000000000001;G;0.136;-13.828;Minor;0.177;81.185;0.33;Jazz
42.0;0.00764;0.423;221280.0;0.983;3.44e-06;B;0.921;-5.796;Major;0.299;;0.395;Country
22.0;0.959;0.1989999999999999;108749.0;0.191;0.951;A#;0.109;-17.667;Major;0.0357;71.486;0.0341;Classical
52.0;0.0357;0.66;321667.0;0.8;0.0844;A#;0.341;-8.267000000000001;Major;0.0371;111.427;0.7170000000000001;Rock
61.0;0.233;0.7509999999999999;232421.0;0.752;0.0;D;0.331;-4.85;Major;0.2769999999999999;95.025;0.483;Rap
22.0;0.984;0.436;503000.0;0.129;0.77;D#;0.193;-22.445;Major;0.0359;103.285;0.488;Classical
60.0;0.108;0.579;196907.0;0.8490000000000001;0.0;E;0.0909;-5.218;Minor;0.0303;100.021;0.581;Rap
49.0;0.905;0.6679999999999999;206547.0;0.312;3.73e-06;C#;0.094;-8.302999999999999;Major;0.0268;120.086;0.156;Country
21.0;0.988;0.366;286920.0;0.254;0.919;F;0.0785;-18.926;Major;0.0471;91.237;0.8640000000000001;Classical
37.0;0.8290000000000001;0.172;132632.0;0.0335;1.82e-06;G#;0.0992;-23.862;Minor;0.0426;102.249;0.215;Classical
65.0;0.223;0.865;192029.0;0.472;5.39e-05;B;0.109;-7.359;Minor;0.237;130.011;0.843;Rap
43.0;0.0019399999999999;0.43;163028.0;0.8190000000000001;0.0;G;0.297;-4.217;Major;0.0485;144.033;0.497;Country
49.0;0.000104;0.532;261573.0;0.953;0.00765;G#;0.119;-5.667000000000001;Major;0.0394;142.016;0.485;Alternative
63.0;0.122;0.652;194009.0;0.669;0.00039;B;0.1689999999999999;-7.797000000000001;Minor;0.0262;115.047;0.769;Rock
15.0;0.136;0.6559999999999999;-1.0;0.99;0.0;A#;0.12;-0.825;Major;0.192;145.005;0.696;Anime
23.0;0.889;0.5529999999999999;82307.0;0.4379999999999999;0.00361;A;0.307;-7.803;Minor;0.031;130.719;0.77;Anime
52.0;0.00603;0.622;264000.0;0.873;1.25e-05;A;0.131;-4.255;Minor;0.0366;111.984;0.434;Alternative
21.0;0.0605;0.737;30800.0;0.586;0.929;C;0.08;-11.535;Major;0.0497;145.304;0.838;Anime
42.0;0.0612;0.3829999999999999;-1.0;0.852;0.0;D#;0.104;-3.713;Major;0.0579999999999999;;0.35;Alternative
58.0;0.627;0.48;-1.0;0.5479999999999999;0.00502;C;0.205;-9.119;Major;0.0328;90.109;0.322;Rock
44.0;0.13;0.4639999999999999;202267.0;0.8140000000000001;0.000278;G;0.13;-5.012;Major;0.0313;102.986;0.3;Country
35.0;0.00205;0.425;319027.0;0.521;0.0108;D;0.0981;-8.931000000000001;Major;0.0339;134.418;0.15;Blues
26.0;0.0018;0.521;212227.0;0.8420000000000001;0.000304;D;0.356;-3.898;Major;0.0361;90.944;0.479;Anime
60.0;0.1009999999999999;0.467;201707.0;0.645;0.00524;C#;0.144;-7.614;Minor;0.0364;127.947;0.71;Alternative
58.0;0.507;0.8809999999999999;266182.0;0.357;0.0;A;0.114;-9.657;Major;0.0765;109.973;0.55;Hip-Hop
54.0;0.28;0.78;-1.0;0.72;0.597;B;0.132;-5.914;Minor;0.0278;108.686;0.583;Hip-Hop
56.0;0.496;0.58;355640.0;0.479;0.0;A;0.105;-6.994;Major;0.0261;133.996;0.153;Rock
44.0;0.7340000000000001;0.0699;205400.0;0.306;0.82;E;0.064;-15.153;Minor;0.0346;72.355;0.0596;Classical
39.0;0.97;0.415;296987.0;0.136;0.812;G;0.1159999999999999;-21.205;Minor;0.0515;186.167;0.435;Jazz
70.0;0.0749;0.579;229880.0;0.7759999999999999;0.0;G#;0.239;-5.365;Major;0.173;136.04399999999998;0.434;Country
36.0;0.45;0.57;174801.0;0.395;0.00307;C#;0.13;-14.18;Major;0.205;109.961;0.1939999999999999;Alternative
61.0;0.405;0.506;226560.0;0.6459999999999999;0.147;F#;0.32;-8.209;Major;0.0308;119.864;0.131;Rock
67.0;0.12;0.6509999999999999;205707.0;0.733;0.0;B;0.682;-5.343999999999999;Minor;0.245;;0.499;Hip-Hop
55.0;0.0018;0.4529999999999999;175680.0;0.914;0.0;C#;0.349;-3.445;Major;0.0825;129.841;0.504;Rock
40.0;0.0778;0.7909999999999999;255120.0;0.417;3.73e-05;B;0.109;-7.068;Minor;0.0577;93.967;0.423;Alternative
24.0;0.989;0.496;232867.0;0.257;0.825;C;0.0996;-10.684;Minor;0.0279999999999999;140.036;0.128;Anime
47.0;0.332;0.8190000000000001;172121.0;0.871;0.00296;A;0.0994;-4.166;Major;0.142;128.004;0.8220000000000001;Jazz
50.0;0.3979999999999999;0.741;-1.0;0.375;0.903;G;0.0997;-13.836;Major;0.0486;102.028;0.102;Electronic
28.0;0.979;0.3389999999999999;-1.0;0.123;0.55;A;0.142;-24.849;Major;0.0491;92.853;0.3389999999999999;Classical
34.0;0.368;0.574;145333.0;0.627;0.0;F;0.534;-7.926;Minor;0.0326;96.114;0.784;Blues
52.0;0.015;0.652;229147.0;0.8270000000000001;0.0;G;0.432;-3.98;Minor;0.0445;100.011;0.659;Rap
58.0;0.0139;0.7120000000000001;232333.0;0.852;0.0;F#;0.626;-3.03;Minor;0.0555;128.009;0.621;Rap
14.0;0.0294;0.542;100507.0;0.4379999999999999;0.6809999999999999;A#;0.177;-12.963;Major;0.0362;101.789;0.304;Anime
42.0;0.84;0.462;246440.0;0.2189999999999999;0.00132;G#;0.133;-9.2;Major;0.0428;80.447;0.349;Jazz
33.0;0.8809999999999999;0.427;143680.0;0.38;0.414;E;0.12;-13.799;Major;0.0376;121.695;0.39;Classical
65.0;0.211;0.7959999999999999;185307.0;0.541;1.31e-05;F#;0.0981;-7.352;Major;0.0742;145.034;0.355;Hip-Hop
21.0;0.0007379999999999;0.634;264213.0;0.737;2.48e-05;C#;0.0458;-4.414;Minor;0.0379;120.05;0.659;Anime
57.0;0.865;0.308;195067.0;0.0427;0.0;G;0.179;-24.709;Major;0.0336;158.399;0.3829999999999999;Country
21.0;0.131;0.557;261436.0;0.949;0.0;F#;0.0905;-3.314;Major;0.0613;;0.87;Anime
48.0;0.157;0.33;-1.0;0.784;2.08e-05;D;0.58;-15.285;Major;0.19;115.402;0.196;Alternative
41.0;0.933;0.211;582387.0;0.00727;0.2289999999999999;D#;0.0934;-25.978;Major;0.0386;130.569;0.077;Classical
49.0;0.019;0.5770000000000001;350227.0;0.653;0.0;G;0.662;-6.407;Major;0.293;147.939;0.46;Hip-Hop
62.0;0.00148;0.433;-1.0;0.863;0.00107;E;0.351;-4.452;Major;0.0296;82.99799999999999;0.54;Rock
34.0;0.285;0.48;316433.0;0.7659999999999999;0.000486;F;0.162;-4.433;Minor;0.0344;82.741;0.319;Anime
52.0;0.0138;0.747;165723.0;0.609;0.0;C;0.1009999999999999;-5.862;Major;0.0951;74.97;0.364;Rap
52.0;0.147;0.659;213375.0;0.493;3.46e-06;E;0.114;-9.161;Major;0.0357;92.989;0.497;Hip-Hop
28.0;0.922;0.231;188693.0;0.321;8.35e-06;E;0.1119999999999999;-8.735;Minor;0.0314;173.81799999999998;0.235;Blues
75.0;0.00413;0.653;202805.0;0.718;0.0;D#;0.0537;-5.232;Minor;0.213;82.03399999999999;0.216;Hip-Hop
53.0;0.016;0.425;246376.0;0.609;0.000105;C;0.102;-6.933;Major;0.0299;84.48200000000001;0.4039999999999999;Blues
42.0;0.855;0.505;506653.0;0.0737;0.877;A#;0.13;-27.331;Major;0.0373;;0.481;Jazz
54.0;0.0523;0.767;157037.0;0.601;0.155;F;0.165;-8.033;Minor;0.1639999999999999;163.037;0.292;Hip-Hop
34.0;0.128;0.634;138973.0;0.31;0.000691;F;0.11;-10.09;Major;0.0276;91.895;0.251;Blues
70.0;0.525;0.526;238027.0;0.358;0.0;E;0.0942;-7.239;Minor;0.0243;78.988;0.4;Rock
0.0;0.955;0.2239999999999999;32907.0;0.0325;0.0073799999999999;C#;0.102;-25.002;Minor;0.0459;;0.185;Classical
46.0;0.371;0.588;214347.0;0.7979999999999999;0.0;F#;0.106;-4.507;Major;0.04;137.996;0.763;Country
62.0;0.278;0.442;161080.0;0.446;0.0;A;0.308;-11.354;Minor;0.7859999999999999;51.539;0.295;Hip-Hop
52.0;0.00654;0.524;317293.0;0.674;9.3e-05;C#;0.221;-7.037999999999999;Minor;0.0895;102.901;0.128;Rap
61.0;0.204;0.733;253973.0;0.5579999999999999;0.0;B;0.695;-5.56;Minor;0.278;84.57700000000001;0.5660000000000001;Hip-Hop
41.0;0.186;0.6729999999999999;202027.0;0.613;0.000898;C#;0.153;-7.686;Major;0.0266;;0.4679999999999999;Country
69.0;0.3;0.4379999999999999;240760.0;0.606;4.49e-06;G;0.0754;-6.549;Major;0.0305;133.822;0.266;Rock
69.0;0.0531;0.8640000000000001;194810.0;0.608;1.2e-05;C#;0.078;-10.567;Minor;0.275;;0.963;Rap
38.0;0.79;0.3979999999999999;181187.0;0.216;0.0;G#;0.33;-15.654000000000002;Major;0.0361;;0.337;Jazz
52.0;0.293;0.529;-1.0;0.628;0.0;F;0.599;-9.687;Major;0.3329999999999999;71.182;0.7170000000000001;Hip-Hop
28.0;0.0365;0.65;169773.0;0.494;0.0;G#;0.129;-8.87;Major;0.0379;78.061;0.183;Blues
55.0;0.159;0.767;205166.0;0.569;0.000765;C#;0.11;-7.827000000000001;Major;0.0695;142.959;0.8009999999999999;Hip-Hop
25.0;0.8490000000000001;0.209;1580333.0;0.11;0.515;D;0.12;-19.068;Major;0.0448;94.911;0.0931;Classical
23.0;0.00178;0.552;326987.0;0.899;9.1e-06;D;0.161;-4.592;Major;0.0711;96.002;0.523;Anime
24.0;0.846;0.479;179267.0;0.268;0.0;F;0.126;-10.734000000000002;Major;0.0335;113.063;0.41;Blues
58.0;0.0256;0.8140000000000001;223339.0;0.568;0.0;C#;0.575;-7.482;Major;0.308;97.977;0.56;Hip-Hop
50.0;0.00484;0.722;268894.0;0.779;0.0;D;0.0458;-6.412999999999999;Major;0.191;150.04;0.32;Rap
50.0;0.7090000000000001;0.634;209400.0;0.327;0.0131;C;0.158;-9.703;Minor;0.0551;80.825;0.498;Jazz
31.0;0.995;0.44;162360.0;0.00245;0.936;A;0.0831;-36.159;Minor;0.11;72.071;0.267;Classical
32.0;0.00968;0.524;201600.0;0.735;0.00464;B;0.0747;-6.837000000000001;Major;0.0507;;0.263;Electronic
38.0;0.848;0.301;198147.0;0.206;0.000222;C;0.109;-12.611;Minor;0.032;129.221;0.135;Jazz
56.0;0.0103;0.878;211187.0;0.741;0.000148;B;0.104;-3.908;Major;0.2189999999999999;156.00799999999998;0.627;Hip-Hop
60.0;0.00193;0.3989999999999999;220413.0;0.938;0.000859;D;0.359;-2.543;Minor;0.132;160.037;0.185;Rock
58.0;0.0667;0.693;222107.0;0.527;0.00143;G;0.6629999999999999;-10.856;Major;0.0365;;0.911;Alternative
38.0;0.242;0.645;175880.0;0.974;5.739999999999999e-05;D;0.988;-4.496;Major;0.0794;138.719;0.818;Blues
13.0;0.00558;0.4629999999999999;298547.0;0.591;0.737;F;0.397;-5.544;Minor;0.0535;167.77;0.542;Anime
15.0;0.272;0.6859999999999999;258787.0;0.807;0.0;G;0.136;-3.471;Major;0.0421;;0.484;Anime
32.0;0.579;0.4639999999999999;-1.0;0.351;0.0;F;0.183;-13.195;Minor;0.0471;90.693;0.473;Blues
62.0;0.0534;0.85;290758.0;0.723;0.0;F#;0.067;-5.948;Major;0.0562;;0.621;Hip-Hop
50.0;0.0712;0.6709999999999999;247507.0;0.763;0.000655;D;0.171;-6.077999999999999;Major;0.0434;120.013;0.304;Alternative
35.0;0.847;0.335;-1.0;0.151;0.0444;F;0.195;-17.639;Major;0.0465;;0.161;Classical
34.0;0.0906;0.804;234375.0;0.995;0.475;F;0.264;-3.1180000000000003;Minor;0.27;128.013;0.1009999999999999;Electronic
41.0;0.0127;0.688;219427.0;0.636;0.0;G;0.3229999999999999;-5.436;Major;0.0634;105.004;0.581;Alternative
21.0;0.757;0.47;214627.0;0.315;0.0;A;0.7440000000000001;-10.203;Minor;0.0294;158.33100000000002;0.346;Blues
41.0;0.804;0.503;587151.0;0.574;0.00825;F;0.319;-15.687;Minor;0.0645;92.584;0.596;Jazz
62.0;0.0339;0.486;-1.0;0.784;0.00452;C;0.53;-6.68;Major;0.0852;195.154;0.315;Rock
23.0;0.43;0.266;132867.0;0.622;0.914;D;0.154;-10.189;Minor;0.0456;80.057;0.14;Anime
46.0;0.0177;0.362;634440.0;0.507;0.217;C#;0.113;-11.244000000000002;Major;0.0396;146.741;0.439;Jazz
24.0;4.89e-05;0.436;122493.0;0.944;0.00298;A#;0.0486;-7.685;Major;0.0488;157.097;0.731;Anime
47.0;0.0194;0.7829999999999999;471996.0;0.7809999999999999;0.128;D;0.0299;-5.39;Minor;0.0481;123.995;0.862;Electronic
46.0;0.722;0.6709999999999999;256360.0;0.545;9.72e-06;G;0.0959;-10.976;Major;0.0448;165.908;0.5870000000000001;Country
35.0;0.00561;0.631;327920.0;0.8079999999999999;0.63;B;0.136;-5.6770000000000005;Minor;0.0415;124.963;0.494;Electronic
38.0;0.000609;0.362;279533.0;0.983;2.02e-06;E;0.238;-2.444;Minor;0.15;94.666;0.357;Anime
0.0;0.96;0.491;94627.0;0.147;0.937;A#;0.2769999999999999;-19.459;Major;0.0386;109.696;0.682;Classical
24.0;0.22;0.54;383760.0;0.637;0.0922;C;0.1159999999999999;-10.628;Major;0.0419;95.464;0.8690000000000001;Blues
54.0;0.102;0.757;211453.0;0.634;0.0;F;0.103;-7.992999999999999;Minor;0.0299;119.985;0.76;Rock
22.0;0.0102;0.4429999999999999;224533.0;0.936;4.05e-05;C#;0.411;-2.905;Major;0.1939999999999999;150.04;0.693;Anime
58.0;0.477;0.62;151731.0;0.711;0.000168;C#;0.0812;-6.943;Major;0.035;98.263;0.96;Rock
46.0;0.0067599999999999;0.5479999999999999;188653.0;0.799;0.962;A;0.114;-7.329;Minor;0.0606;90.01;0.371;Electronic
22.0;0.2319999999999999;0.708;268286.0;0.6509999999999999;0.0;G#;0.161;-6.517;Major;0.0504;133.997;0.541;Anime
60.0;0.325;0.867;153191.0;0.602;0.0;C#;0.114;-10.486;Major;0.351;94.025;0.782;Hip-Hop
39.0;0.992;0.24;326400.0;0.0772;0.903;F#;0.111;-25.605;Minor;0.0475;67.19;0.0325;Classical
25.0;0.836;0.365;145293.0;0.2239999999999999;0.659;G;0.132;-12.802;Major;0.0333;79.898;0.1669999999999999;Anime
69.0;0.127;0.672;202194.0;0.642;0.0;F;0.1369999999999999;-4.552;Major;0.0461;123.984;0.6559999999999999;Rock
47.0;0.000315;0.47;239800.0;0.687;7.06e-06;E;0.127;-6.337999999999999;Minor;0.0276;87.995;0.346;Alternative
57.0;0.26;0.841;181000.0;0.415;0.0;A#;0.13;-7.68;Minor;0.223;128.085;0.315;Hip-Hop
16.0;0.00294;0.569;266467.0;0.863;0.0;F;0.147;-4.39;Minor;0.0504;125.027;0.374;Anime
50.0;0.0221;0.4029999999999999;666572.0;0.764;0.17;A;0.245;-8.554;Minor;0.0451;138.725;0.196;Rock
86.0;0.149;0.88;172800.0;0.428;5.07e-05;A;0.114;-8.28;Major;0.206;100.007;0.3329999999999999;Rap
43.0;0.00283;0.479;235813.0;0.91;0.0;D;0.32;-3.89;Minor;0.0643;154.111;0.65;Anime
23.0;0.0081;0.556;-1.0;0.928;0.0;G#;0.465;-5.529;Major;0.0406;130.006;0.511;Anime
56.0;0.259;0.799;-1.0;0.595;0.0;D;0.344;-7.015;Major;0.193;120.06;0.555;Hip-Hop
42.0;0.0409999999999999;0.6859999999999999;227908.0;0.862;0.0;D;0.115;-4.322;Major;0.0832;154.996;0.239;Electronic
55.0;0.314;0.57;220347.0;0.499;0.0;G#;0.11;-6.5120000000000005;Major;0.0266;147.875;0.0866;Country
34.0;0.6509999999999999;0.5660000000000001;-1.0;0.575;0.00113;F;0.187;-12.585;Minor;0.0424;172.40400000000002;0.898;Blues
49.0;0.0022199999999999;0.3339999999999999;238947.0;0.477;0.0003549999999999;G;0.114;-8.641;Major;0.0272;100.851;0.192;Country
70.0;0.583;0.5489999999999999;212307.0;0.6509999999999999;0.0;C;0.121;-7.097;Major;0.0323;122.818;0.368;Rock
26.0;0.000931;0.467;243107.0;0.758;0.0;A#;0.156;-6.162999999999999;Major;0.0277;93.981;0.466;Anime
36.0;0.298;0.628;189227.0;0.67;3.18e-05;A#;0.139;-4.337;Major;0.0305;;0.755;Country
57.0;0.00108;0.597;274000.0;0.939;9.77e-05;C#;0.201;-3.0010000000000003;Major;0.0446;98.0;0.422;Alternative
66.0;0.0388;0.875;128174.0;0.44;0.0;B;0.127;-8.701;Minor;0.299;100.519;0.311;Rap
49.0;0.000703;0.574;-1.0;0.764;0.0769;D;0.1369999999999999;-6.005;Major;0.0359;141.001;0.631;Alternative
40.0;0.0246;0.764;330360.0;0.629;0.534;C;0.132;-7.157;Major;0.0272;108.0;0.455;Jazz
20.0;5.08e-06;0.445;140867.0;0.918;0.958;F;0.155;-6.037000000000001;Major;0.0755;118.002;0.23;Anime
34.0;0.8009999999999999;0.601;140987.0;0.418;4.36e-05;G;0.1169999999999999;-10.542;Major;0.0622;;0.701;Classical
53.0;0.000107;0.482;348773.0;0.528;0.5429999999999999;A#;0.0839;-10.425999999999998;Major;0.0272;146.043;0.0882;Alternative
42.0;0.000722;0.68;203240.0;0.929;8.240000000000001e-05;C#;0.111;-2.9130000000000003;Major;0.0662;140.01;0.747;Anime
11.0;0.95;0.209;195947.0;0.0587;0.00196;C;0.113;-13.265;Major;0.0391;;0.0388;Classical
59.0;0.106;0.519;201627.0;0.392;0.674;D#;0.139;-13.33;Minor;0.0559;86.12299999999999;0.253;Jazz
41.0;4.34e-05;0.421;199933.0;0.851;0.00149;G;0.324;-5.789;Major;0.153;142.109;0.3339999999999999;Alternative
50.0;0.00207;0.515;324787.0;0.752;2.5e-06;A;0.129;-1.853;Minor;0.0336;83.541;0.503;Blues
48.0;0.774;0.436;215827.0;0.436;1.23e-05;G;0.0969;-6.781000000000001;Major;0.0271;167.33599999999998;0.368;Country
61.0;0.187;0.7659999999999999;204224.0;0.6459999999999999;1.24e-05;F#;0.107;-4.83;Minor;0.281;86.928;0.6459999999999999;Hip-Hop
36.0;0.186;0.455;409995.0;0.5489999999999999;0.475;C;0.11;-14.512;Major;0.0426;159.95;0.223;Electronic
63.0;0.00933;0.417;242560.0;0.706;0.000572;F#;0.474;-4.652;Minor;0.0945;127.884;0.512;Rock
23.0;0.923;0.2739999999999999;511973.0;0.118;0.762;C;0.0766;-24.523000000000003;Major;0.0417;130.00799999999998;0.0504;Classical
35.0;0.019;0.358;74813.0;0.732;0.121;E;0.3289999999999999;-9.539;Minor;0.0825;87.84100000000001;0.1669999999999999;Anime
50.0;0.0072099999999999;0.882;213307.0;0.753;0.0;A;0.228;-7.023;Major;0.0911;128.01;0.643;Hip-Hop
45.0;0.0115;0.597;266926.0;0.862;9.44e-05;C#;0.1369999999999999;-5.872999999999999;Minor;0.0336;120.015;0.635;Alternative
35.0;0.977;0.437;177133.0;0.139;2.43e-06;D;0.0873;-9.796;Minor;0.0352;75.979;0.178;Jazz
53.0;0.141;0.743;252345.0;0.889;0.0195;B;0.125;-4.178999999999999;Minor;0.102;120.008;0.335;Electronic
44.0;0.000138;0.542;323293.0;0.991;0.000721;B;0.109;-3.244;Minor;0.0738;;0.0523;Alternative
67.0;0.0125;0.57;270627.0;0.58;0.0;A#;0.0497;-5.547000000000001;Minor;0.209;171.917;0.405;Hip-Hop
23.0;0.142;0.774;240080.0;0.6809999999999999;0.0;C#;0.293;-6.372000000000001;Major;0.063;119.981;0.647;Blues
54.0;0.296;0.66;33093.0;0.1989999999999999;0.0;A;0.145;-25.602;Major;0.871;147.535;0.921;Hip-Hop
49.0;0.000838;0.391;343906.0;0.895;0.13;A;0.114;-7.221;Minor;0.093;180.03900000000002;0.165;Jazz
55.0;0.0598;0.705;174867.0;0.7509999999999999;2.51e-06;G;0.907;-4.767;Major;0.287;;0.8190000000000001;Alternative
29.0;0.000297;0.4539999999999999;234734.0;0.934;0.000828;A;0.216;-2.84;Major;0.0658;172.896;0.586;Anime
64.0;0.000821;0.516;161600.0;0.74;1.11e-06;F#;0.142;-4.879;Major;0.0418;108.986;0.515;Rock
51.0;0.212;0.6809999999999999;178143.0;0.524;2.13e-06;E;0.1119999999999999;-7.47;Minor;0.327;96.183;0.15;Hip-Hop
64.0;0.209;0.878;145455.0;0.706;0.000571;C#;0.0762;-6.827999999999999;Major;0.215;132.02700000000002;0.465;Rap
29.0;0.000806;0.381;119133.0;0.81;0.0456;D;0.495;-4.726;Major;0.042;151.129;0.66;Blues
67.0;0.00021;0.376;-1.0;0.95;0.0;A;0.0377;-4.067;Major;0.0641;178.018;0.4379999999999999;Rock
36.0;0.0062;0.605;171094.0;0.992;0.909;C#;0.4539999999999999;-5.074;Major;0.0606;;0.555;Electronic
62.0;0.508;0.691;243307.0;0.541;0.0;C#;0.0753;-5.872999999999999;Major;0.0776;127.683;0.319;Hip-Hop
43.0;0.027;0.588;176947.0;0.5720000000000001;3.99e-05;D;0.0723;-4.868;Major;0.0363;;0.337;Alternative
15.0;0.29;0.4579999999999999;106973.0;0.706;0.868;G#;0.1119999999999999;-8.318999999999999;Minor;0.0517;179.878;0.6859999999999999;Anime
47.0;0.278;0.526;314853.0;0.518;0.00615;A#;0.0849;-10.908;Major;0.039;92.29;0.4679999999999999;Country
50.0;0.177;0.625;192987.0;0.87;0.0;D;0.0868;-4.496;Major;0.0531;157.971;0.731;Alternative
29.0;0.00978;0.644;280227.0;0.894;1.21e-06;G;0.114;-2.139;Major;0.0289;124.974;0.65;Anime
54.0;0.995;0.344;274160.0;0.0157;0.914;G#;0.102;-30.778;Major;0.0419;66.166;0.145;Classical
23.0;0.191;0.611;164160.0;0.7040000000000001;0.919;G;0.11;-10.012;Major;0.0407;96.987;0.356;Anime
29.0;0.000843;0.55;-1.0;0.98;0.742;B;0.127;-3.847;Major;0.0554;141.99;0.486;Electronic
65.0;0.0277;0.826;223000.0;0.647;1.52e-06;F;0.298;-6.306;Minor;0.0491;102.017;0.872;Hip-Hop
26.0;0.103;0.409;918467.0;0.495;0.5870000000000001;A;0.3339999999999999;-16.127;Minor;0.054;152.97;0.68;Blues
43.0;0.0245;0.6940000000000001;253286.0;0.505;8.34e-06;C#;0.0577;-7.332000000000001;Major;0.0462;;0.278;Electronic
26.0;0.913;0.488;214866.0;0.716;0.0189;A#;0.262;-10.015;Minor;0.177;165.429;0.513;Blues
70.0;0.0217;0.7390000000000001;-1.0;0.872;0.0;B;0.26;-4.059;Minor;0.3329999999999999;95.084;0.684;Hip-Hop
50.0;0.00126;0.701;239280.0;0.71;0.0;A;0.32;-5.209;Major;0.068;143.971;0.138;Hip-Hop
70.0;0.127;0.662;229360.0;0.949;0.0;F#;0.135;-4.758;Major;0.108;91.954;0.515;Jazz
18.0;2.11e-05;0.315;238302.0;0.951;0.0;C;0.345;-3.349;Major;0.0888;179.945;0.401;Anime
55.0;0.0752;0.527;329027.0;0.639;0.0;C;0.105;-6.827999999999999;Major;0.0386;148.015;0.1969999999999999;Rock
37.0;0.1119999999999999;0.496;169498.0;0.8140000000000001;5.52e-06;D#;0.476;-6.806;Minor;0.589;152.224;0.8240000000000001;Jazz
29.0;0.993;0.395;156233.0;0.0167;0.951;A;0.0735;-31.916;Major;0.0402;64.801;0.371;Classical
59.0;0.346;0.527;209720.0;0.517;3.44e-06;D;0.206;-7.081;Major;0.0299;71.968;0.3289999999999999;Rock
62.0;0.000455;0.8759999999999999;250320.0;0.502;0.0;A;0.121;-6.474;Major;0.308;135.97299999999998;0.27;Hip-Hop
53.0;0.0673;0.551;159293.0;0.773;3.39e-05;B;0.0511;-6.577999999999999;Minor;0.1009999999999999;;0.649;Alternative
70.0;0.118;0.628;249288.0;0.629;0.0;F#;0.102;-4.829;Minor;0.0485;157.99;0.3;Hip-Hop
